route_id,stop_id_ori,stop_id_des,restriction
510202,5102020111,5102020127,1
510202,5102020111,5102020128,1
510202,5102020111,5106010205,1
510202,5102020111,5102010105,1
510202,5102020111,5102010106,1
510202,5102020111,5106010209,1
510202,5102020111,5102010108,1
510202,5102020111,5252050117,1
510202,5102020112,5105100209,1
510202,5102020112,5102020117,1
510202,5102020112,5105080119,1
510202,5102020112,5105080122,1
510202,5102020112,5102020216,1
510202,5102020112,5108110205,1
510202,5102020112,5102020122,1
510202,5102020112,5108110211,1
510202,5102020112,5102020124,1
510202,5102020112,5107040109,1
510202,5102020112,5106050202,1
510202,5102020112,5102020127,1
510202,5102020112,5102020128,1
510202,5102020112,5106010205,1
510202,5102020112,5102010105,1
510202,5102020112,5102010106,1
510202,5102020112,5106010209,1
510202,5102020112,5102010108,1
510202,5102020112,5252050117,1
510202,5102020113,5105100209,1
510202,5102020113,5102020117,1
510202,5102020113,5105080119,1
510202,5102020113,5105080122,1
510202,5102020113,5102020216,1
510202,5102020113,5108110205,1
510202,5102020113,5102020122,1
510202,5102020113,5108110211,1
510202,5102020113,5102020124,1
510202,5102020113,5107040109,1
510202,5102020113,5106050202,1
510202,5102020113,5102020127,1
510202,5102020113,5102020128,1
510202,5102020113,5106010205,1
510202,5102020113,5102010105,1
510202,5102020113,5102010106,1
510202,5102020113,5106010209,1
510202,5102020113,5102010108,1
510202,5102020113,5252050117,1
510202,5105080107,5105100209,1
510202,5105080107,5102020117,1
510202,5105080107,5105080119,1
510202,5105080107,5105080122,1
510202,5105080107,5102020216,1
510202,5105080107,5108110205,1
510202,5105080107,5102020122,1
510202,5105080107,5108110211,1
510202,5105080107,5102020124,1
510202,5105080107,5107040109,1
510202,5105080107,5106050202,1
510202,5105080107,5102020127,1
510202,5105080107,5102020128,1
510202,5105080107,5106010205,1
510202,5105080107,5102010105,1
510202,5105080107,5102010106,1
510202,5105080107,5106010209,1
510202,5105080107,5102010108,1
510202,5105080107,5252050117,1
510202,5102020115,5105100209,1
510202,5102020115,5102020117,1
510202,5102020115,5105080119,1
510202,5102020115,5105080122,1
510202,5102020115,5102020216,1
510202,5102020115,5108110205,1
510202,5102020115,5102020122,1
510202,5102020115,5108110211,1
510202,5102020115,5102020124,1
510202,5102020115,5107040109,1
510202,5102020115,5106050202,1
510202,5102020115,5102020127,1
510202,5102020115,5102020128,1
510202,5102020115,5106010205,1
510202,5102020115,5102010105,1
510202,5102020115,5102010106,1
510202,5102020115,5106010209,1
510202,5102020115,5102010108,1
510202,5102020115,5252050117,1
510202,5105100209,5102020117,1
510202,5105100209,5105080119,1
510202,5105100209,5105080122,1
510202,5105100209,5102020216,1
510202,5105100209,5108110205,1
510202,5105100209,5102020122,1
510202,5105100209,5108110211,1
510202,5105100209,5102020124,1
510202,5105100209,5107040109,1
510202,5105100209,5106050202,1
510202,5105100209,5102020127,1
510202,5105100209,5102020128,1
510202,5105100209,5106010205,1
510202,5105100209,5102010105,1
510202,5105100209,5102010106,1
510202,5105100209,5106010209,1
510202,5105100209,5102010108,1
510202,5105100209,5252050117,1
510202,5102020117,5105080119,1
510202,5102020117,5105080122,1
510202,5102020117,5102020216,1
510202,5102020117,5108110205,1
510202,5102020117,5102020122,1
510202,5102020117,5108110211,1
510202,5102020117,5102020124,1
510202,5102020117,5107040109,1
510202,5102020117,5106050202,1
510202,5102020117,5102020127,1
510202,5102020117,5102020128,1
510202,5102020117,5106010205,1
510202,5102020117,5102010105,1
510202,5102020117,5102010106,1
510202,5102020117,5106010209,1
510202,5102020117,5102010108,1
510202,5102020117,5252050117,1
510202,5105080119,5102020122,1
510202,5105080119,5108110211,1
510202,5105080119,5102020124,1
510202,5105080119,5107040109,1
510202,5105080122,5102020122,1
510202,5105080122,5108110211,1
510202,5105080122,5102020124,1
510202,5105080122,5107040109,1
510202,5102020216,5102020122,1
510202,5102020216,5108110211,1
510202,5102020216,5102020124,1
510202,5102020216,5107040109,1
510202,5108110205,5102020122,1
510202,5108110205,5108110211,1
510202,5108110205,5102020124,1
510202,5108110205,5107040109,1
510202,5102020122,5108110211,1
510202,5102020122,5102020124,1
510202,5102020122,5107040109,1
510202,5108110211,5102020124,1
510202,5108110211,5107040109,1
510202,5102020124,5107040109,1
510202,5106050202,5102020127,1
510202,5106050202,5102020128,1
510202,5106050202,5106010205,1
510202,5106050202,5102010105,1
510202,5106050202,5102010106,1
510202,5106050202,5106010209,1
510202,5106050202,5102010108,1
510202,5106050202,5252050117,1
510202,5102020127,5102020128,1
510202,5102020127,5106010205,1
510202,5102020127,5102010105,1
510202,5102020127,5102010106,1
510202,5102020127,5106010209,1
510202,5102020127,5102010108,1
510202,5102020127,5252050117,1
510202,5102020128,5106010205,1
510202,5102020128,5102010105,1
510202,5102020128,5102010106,1
510202,5102020128,5106010209,1
510202,5102020128,5102010108,1
510202,5102020128,5252050117,1
510202,5106010205,5102010105,1
510202,5106010205,5102010106,1
510202,5106010205,5106010209,1
510202,5106010205,5102010108,1
510202,5106010205,5252050117,1
510202,5252050117,5102020207,1
510202,5252050117,5102020208,1
510202,5252050117,5102020209,1
510202,5252050117,5106050202,1
510202,5252050117,5102020117,1
510202,5252050117,5105100209,1
510202,5252050117,5102020222,1
510202,5252050117,5105080107,1
510202,5252050117,5102020113,1
510202,5252050117,5102020225,1
510202,5252050117,5105170120,1
510202,5252050117,5102020227,1
510202,5252050117,5102020228,1
510202,5102010108,5102020207,1
510202,5102010108,5102020208,1
510202,5102010108,5102020209,1
510202,5102010108,5106050202,1
510202,5102010108,5102020117,1
510202,5102010108,5105100209,1
510202,5102010108,5102020222,1
510202,5102010108,5105080107,1
510202,5102010108,5102020113,1
510202,5102010108,5102020225,1
510202,5102010108,5105170120,1
510202,5102010108,5102020227,1
510202,5102010108,5102020228,1
510202,5102010203,5102020207,1
510202,5102010203,5102020208,1
510202,5102010203,5102020209,1
510202,5102010203,5106050202,1
510202,5102010203,5102020117,1
510202,5102010203,5105100209,1
510202,5102010203,5102020222,1
510202,5102010203,5105080107,1
510202,5102010203,5102020113,1
510202,5102010203,5102020225,1
510202,5102010203,5105170120,1
510202,5102010203,5102020227,1
510202,5102010203,5102020228,1
510202,5102020204,5102020207,1
510202,5102020204,5102020208,1
510202,5102020204,5102020209,1
510202,5102020204,5106050202,1
510202,5102020204,5102020117,1
510202,5102020204,5105100209,1
510202,5102020204,5102020222,1
510202,5102020204,5105080107,1
510202,5102020204,5102020113,1
510202,5102020204,5102020225,1
510202,5102020204,5105170120,1
510202,5102020204,5102020227,1
510202,5102020204,5102020228,1
510202,5107510203,5102020207,1
510202,5107510203,5102020208,1
510202,5107510203,5102020209,1
510202,5107510203,5106050202,1
510202,5107510203,5102020117,1
510202,5107510203,5105100209,1
510202,5107510203,5102020222,1
510202,5107510203,5105080107,1
510202,5107510203,5102020113,1
510202,5107510203,5102020225,1
510202,5107510203,5105170120,1
510202,5107510203,5102020227,1
510202,5107510203,5102020228,1
510202,5102010206,5102020207,1
510202,5102010206,5102020208,1
510202,5102010206,5102020209,1
510202,5102010206,5106050202,1
510202,5102010206,5102020117,1
510202,5102010206,5105100209,1
510202,5102010206,5102020222,1
510202,5102010206,5105080107,1
510202,5102010206,5102020113,1
510202,5102010206,5102020225,1
510202,5102010206,5105170120,1
510202,5102010206,5102020227,1
510202,5102010206,5102020228,1
510202,5102020207,5102020208,1
510202,5102020207,5102020209,1
510202,5102020207,5106050202,1
510202,5102020207,5102020117,1
510202,5102020207,5105100209,1
510202,5102020207,5102020222,1
510202,5102020207,5105080107,1
510202,5102020207,5102020113,1
510202,5102020207,5102020225,1
510202,5102020207,5105170120,1
510202,5102020207,5102020227,1
510202,5102020207,5102020228,1
510202,5102020208,5102020209,1
510202,5102020208,5106050202,1
510202,5102020208,5102020117,1
510202,5102020208,5105100209,1
510202,5102020208,5102020222,1
510202,5102020208,5105080107,1
510202,5102020208,5102020113,1
510202,5102020208,5102020225,1
510202,5102020208,5105170120,1
510202,5102020208,5102020227,1
510202,5102020208,5102020228,1
510202,5102020209,5106050202,1
510202,5102020209,5102020117,1
510202,5102020209,5105100209,1
510202,5102020209,5102020222,1
510202,5102020209,5105080107,1
510202,5102020209,5102020113,1
510202,5102020209,5102020225,1
510202,5102020209,5105170120,1
510202,5102020209,5102020227,1
510202,5102020209,5102020228,1
510202,5106050202,5102020117,1
510202,5106050202,5105100209,1
510202,5106050202,5102020222,1
510202,5106050202,5105080107,1
510202,5106050202,5102020113,1
510202,5106050202,5102020225,1
510202,5106050202,5105170120,1
510202,5106050202,5102020227,1
510202,5106050202,5102020228,1
510202,5107260104,5102020212,1
510202,5107260104,5108110211,1
510202,5107260104,5102020214,1
510202,5107260104,5106040111,1
510202,5107260104,5102020216,1
510202,5107260104,5102020217,1
510202,5107260104,5105080122,1
510202,5107260104,5105100104,1
510202,5107260104,5102020117,1
510202,5107260104,5105100209,1
510202,5107260104,5102020222,1
510202,5107260104,5105080107,1
510202,5107260104,5102020113,1
510202,5107260104,5102020225,1
510202,5107260104,5105170120,1
510202,5107260104,5102020227,1
510202,5107260104,5102020228,1
510202,5107260104,5102020229,1
510202,5107260104,5102020230,1
510202,5107260104,5102020231,1
510202,5107260104,5105170128,1
510202,5107260104,5102020104,1
510202,5107260104,5102030211,1
510202,5107260104,5102020101,1
510202,5102020212,5108110211,1
510202,5102020212,5102020214,1
510202,5102020212,5106040111,1
510202,5102020212,5102020216,1
510202,5102020212,5102020217,1
510202,5102020212,5105080122,1
510202,5102020212,5105100104,1
510202,5102020212,5102020117,1
510202,5102020212,5105100209,1
510202,5102020212,5102020222,1
510202,5102020212,5105080107,1
510202,5102020212,5102020113,1
510202,5102020212,5102020225,1
510202,5102020212,5105170120,1
510202,5102020212,5102020227,1
510202,5102020212,5102020228,1
510202,5102020212,5102020229,1
510202,5102020212,5102020230,1
510202,5102020212,5102020231,1
510202,5102020212,5105170128,1
510202,5102020212,5102020104,1
510202,5102020212,5102030211,1
510202,5102020212,5102020101,1
510202,5108110211,5102020214,1
510202,5108110211,5106040111,1
510202,5108110211,5102020216,1
510202,5108110211,5102020217,1
510202,5108110211,5105080122,1
510202,5108110211,5105100104,1
510202,5108110211,5102020117,1
510202,5108110211,5105100209,1
510202,5108110211,5102020222,1
510202,5108110211,5105080107,1
510202,5108110211,5102020113,1
510202,5108110211,5102020225,1
510202,5108110211,5105170120,1
510202,5108110211,5102020227,1
510202,5108110211,5102020228,1
510202,5108110211,5102020229,1
510202,5108110211,5102020230,1
510202,5108110211,5102020231,1
510202,5108110211,5105170128,1
510202,5108110211,5102020104,1
510202,5108110211,5102030211,1
510202,5108110211,5102020101,1
510202,5102020214,5106040111,1
510202,5102020214,5102020216,1
510202,5102020214,5102020217,1
510202,5102020214,5105080122,1
510202,5102020214,5105100104,1
510202,5102020214,5102020117,1
510202,5102020214,5105100209,1
510202,5102020214,5102020222,1
510202,5102020214,5105080107,1
510202,5102020214,5102020113,1
510202,5102020214,5102020225,1
510202,5102020214,5105170120,1
510202,5102020214,5102020227,1
510202,5102020214,5102020228,1
510202,5102020214,5102020229,1
510202,5102020214,5102020230,1
510202,5102020214,5102020231,1
510202,5102020214,5105170128,1
510202,5102020214,5102020104,1
510202,5102020214,5102030211,1
510202,5102020214,5102020101,1
510202,5106040111,5102020117,1
510202,5106040111,5105100209,1
510202,5106040111,5102020222,1
510202,5106040111,5105080107,1
510202,5106040111,5102020113,1
510202,5106040111,5102020225,1
510202,5106040111,5105170120,1
510202,5106040111,5102020227,1
510202,5106040111,5102020228,1
510202,5102020216,5102020117,1
510202,5102020216,5105100209,1
510202,5102020216,5102020222,1
510202,5102020216,5105080107,1
510202,5102020216,5102020113,1
510202,5102020216,5102020225,1
510202,5102020216,5105170120,1
510202,5102020216,5102020227,1
510202,5102020216,5102020228,1
510202,5102020217,5102020117,1
510202,5102020217,5105100209,1
510202,5102020217,5102020222,1
510202,5102020217,5105080107,1
510202,5102020217,5102020113,1
510202,5102020217,5102020225,1
510202,5102020217,5105170120,1
510202,5102020217,5102020227,1
510202,5102020217,5102020228,1
510202,5105080122,5102020117,1
510202,5105080122,5105100209,1
510202,5105080122,5102020222,1
510202,5105080122,5105080107,1
510202,5105080122,5102020113,1
510202,5105080122,5102020225,1
510202,5105080122,5105170120,1
510202,5105080122,5102020227,1
510202,5105080122,5102020228,1
510202,5105100104,5102020117,1
510202,5105100104,5105100209,1
510202,5105100104,5102020222,1
510202,5105100104,5105080107,1
510202,5105100104,5102020113,1
510202,5105100104,5102020225,1
510202,5105100104,5105170120,1
510202,5105100104,5102020227,1
510202,5105100104,5102020228,1
510202,5102020117,5105100209,1
510202,5102020117,5102020222,1
510202,5102020117,5105080107,1
510202,5102020117,5102020113,1
510202,5102020117,5102020225,1
510202,5102020117,5105170120,1
510202,5102020117,5102020227,1
510202,5102020117,5102020228,1
510202,5105100209,5102020222,1
510202,5105100209,5105080107,1
510202,5105100209,5102020113,1
510202,5105100209,5102020225,1
510202,5105100209,5105170120,1
510202,5105100209,5102020227,1
510202,5105100209,5102020228,1
510202,5102020222,5105170120,1
510202,5102020222,5102020227,1
510202,5102020222,5102020228,1
510202,5105080107,5105170120,1
510202,5105080107,5102020227,1
510202,5105080107,5102020228,1
510202,5102020113,5105170120,1
510202,5102020113,5102020227,1
510202,5102020113,5102020228,1
510202,5102020225,5105170120,1
510202,5102020225,5102020227,1
510202,5102020225,5102020228,1
510202,5102020104,5102030211,1
510202,5102020104,5102020101,1
510202,5102030211,5102020101,1
510203,5102020101,5105040106,1
510203,5102020102,5105040106,1
510203,5102030211,5105120227,1
510203,5102030211,5102020101,1
510515,5105160226,5105150105,1
510515,5105160226,5105150106,1
510515,5105160226,5107170116,1
510515,5105160226,5105150108,1
510515,5105160226,5105150109,1
510515,5105160226,5105150110,1
510515,5105160226,5105150111,1
510515,5105160226,5105150112,1
510515,5105160226,5105150113,1
510515,5105160226,5105150114,1
510515,5105160226,5105150115,1
510515,5105160226,5105150116,1
510515,5107170103,5105150105,1
510515,5107170103,5105150106,1
510515,5107170103,5107170116,1
510515,5107170103,5105150108,1
510515,5107170103,5105150109,1
510515,5107170103,5105150110,1
510515,5107170103,5105150111,1
510515,5107170103,5105150112,1
510515,5107170103,5105150113,1
510515,5107170103,5105150114,1
510515,5107170103,5105150115,1
510515,5107170103,5105150116,1
510515,5107170104,5105150105,1
510515,5107170104,5105150106,1
510515,5107170104,5107170116,1
510515,5107170104,5105150108,1
510515,5107170104,5105150109,1
510515,5107170104,5105150110,1
510515,5107170104,5105150111,1
510515,5107170104,5105150112,1
510515,5107170104,5105150113,1
510515,5107170104,5105150114,1
510515,5107170104,5105150115,1
510515,5107170104,5105150116,1
510515,5105150104,5105150105,1
510515,5105150104,5105150106,1
510515,5105150104,5107170116,1
510515,5105150104,5105150108,1
510515,5105150104,5105150109,1
510515,5105150104,5105150110,1
510515,5105150104,5105150111,1
510515,5105150104,5105150112,1
510515,5105150104,5105150113,1
510515,5105150104,5105150114,1
510515,5105150104,5105150115,1
510515,5105150104,5105150116,1
510515,5105150219,5105150230,1
510515,5105150219,5107170221,1
510515,5105150219,5107170222,1
510515,5105150219,5107170224,1
510515,5105150219,5105160226,1
510515,5105150220,5105150230,1
510515,5105150220,5107170221,1
510515,5105150220,5107170222,1
510515,5105150220,5107170224,1
510515,5105150220,5105160226,1
510515,5105150221,5105150230,1
510515,5105150221,5107170221,1
510515,5105150221,5107170222,1
510515,5105150221,5107170224,1
510515,5105150221,5105160226,1
510515,5105150222,5105150230,1
510515,5105150222,5107170221,1
510515,5105150222,5107170222,1
510515,5105150222,5107170224,1
510515,5105150222,5105160226,1
510515,5105150223,5105150230,1
510515,5105150223,5107170221,1
510515,5105150223,5107170222,1
510515,5105150223,5107170224,1
510515,5105150223,5105160226,1
510515,5105150224,5105150230,1
510515,5105150224,5107170221,1
510515,5105150224,5107170222,1
510515,5105150224,5107170224,1
510515,5105150224,5105160226,1
510515,5105150225,5105150230,1
510515,5105150225,5107170221,1
510515,5105150225,5107170222,1
510515,5105150225,5107170224,1
510515,5105150225,5105160226,1
510515,5105150226,5105150230,1
510515,5105150226,5107170221,1
510515,5105150226,5107170222,1
510515,5105150226,5107170224,1
510515,5105150226,5105160226,1
510515,5107170208,5105150230,1
510515,5107170208,5107170221,1
510515,5107170208,5107170222,1
510515,5107170208,5107170224,1
510515,5107170208,5105160226,1
510515,5105150228,5105150230,1
510515,5105150228,5107170221,1
510515,5105150228,5107170222,1
510515,5105150228,5107170224,1
510515,5105150228,5105160226,1
510515,5105150229,5105150230,1
510515,5105150229,5107170221,1
510515,5105150229,5107170222,1
510515,5105150229,5107170224,1
510515,5105150229,5105160226,1
510516,5107170103,5105160105,1
510516,5107170103,5105160106,1
510516,5107170103,5105160107,1
510516,5107170103,5105160108,1
510516,5107170103,5105160109,1
510516,5107170104,5105160105,1
510516,5107170104,5105160106,1
510516,5107170104,5105160107,1
510516,5107170104,5105160108,1
510516,5107170104,5105160109,1
510516,5105160103,5105160105,1
510516,5105160103,5105160106,1
510516,5105160103,5105160107,1
510516,5105160103,5105160108,1
510516,5105160103,5105160109,1
510516,5105160104,5105160105,1
510516,5105160104,5105160106,1
510516,5105160104,5105160107,1
510516,5105160104,5105160108,1
510516,5105160104,5105160109,1
510516,5105160218,5105160222,1
510516,5105160218,5105160223,1
510516,5105160218,5105160224,1
510516,5105160218,5107170225,1
510516,5105160218,5105160226,1
510516,5105160219,5105160222,1
510516,5105160219,5105160223,1
510516,5105160219,5105160224,1
510516,5105160219,5107170225,1
510516,5105160219,5105160226,1
510516,5105160220,5105160222,1
510516,5105160220,5105160223,1
510516,5105160220,5105160224,1
510516,5105160220,5107170225,1
510516,5105160220,5105160226,1
510516,5105160221,5105160222,1
510516,5105160221,5105160223,1
510516,5105160221,5105160224,1
510516,5105160221,5107170225,1
510516,5105160221,5105160226,1
520501,5903010111,5205010110,1
520501,5903010111,5205010111,1
520501,5205010110,5205010111,1
520501,5205010111,5205010202,1
520503,5903010111,5205010110,1
520503,5903010111,5205010111,1
520503,5205010110,5205010111,1
520503,5205010111,5205010202,1
520504,5903010111,5205010110,1
520504,5903010111,5205010111,1
520504,5205010110,5205010111,1
520504,5205010111,5205010202,1
520602,5206020115,5206020126,1
520602,5206020115,5206020127,1
520602,5206020115,5206020128,1
520602,5206020115,5250500223,1
520602,5206020115,5206020130,1
520602,5206020115,5206020131,1
520602,5206020115,5206020132,1
520602,5206020115,5206020133,1
520602,5206020115,5206020134,1
520602,5206020115,5201110121,1
520602,5206020116,5206020126,1
520602,5206020116,5206020127,1
520602,5206020116,5206020128,1
520602,5206020116,5250500223,1
520602,5206020116,5206020130,1
520602,5206020116,5206020131,1
520602,5206020116,5206020132,1
520602,5206020116,5206020133,1
520602,5206020116,5206020134,1
520602,5206020116,5201110121,1
520602,5206020117,5206020126,1
520602,5206020117,5206020127,1
520602,5206020117,5206020128,1
520602,5206020117,5250500223,1
520602,5206020117,5206020130,1
520602,5206020117,5206020131,1
520602,5206020117,5206020132,1
520602,5206020117,5206020133,1
520602,5206020117,5206020134,1
520602,5206020117,5201110121,1
520602,5206020118,5206020126,1
520602,5206020118,5206020127,1
520602,5206020118,5206020128,1
520602,5206020118,5250500223,1
520602,5206020118,5206020130,1
520602,5206020118,5206020131,1
520602,5206020118,5206020132,1
520602,5206020118,5206020133,1
520602,5206020118,5206020134,1
520602,5206020118,5201110121,1
520602,5206020119,5206020126,1
520602,5206020119,5206020127,1
520602,5206020119,5206020128,1
520602,5206020119,5250500223,1
520602,5206020119,5206020130,1
520602,5206020119,5206020131,1
520602,5206020119,5206020132,1
520602,5206020119,5206020133,1
520602,5206020119,5206020134,1
520602,5206020119,5201110121,1
520602,5206020120,5206020126,1
520602,5206020120,5206020127,1
520602,5206020120,5206020128,1
520602,5206020120,5250500223,1
520602,5206020120,5206020130,1
520602,5206020120,5206020131,1
520602,5206020120,5206020132,1
520602,5206020120,5206020133,1
520602,5206020120,5206020134,1
520602,5206020120,5201110121,1
520602,5250060103,5206020126,1
520602,5250060103,5206020127,1
520602,5250060103,5206020128,1
520602,5250060103,5250500223,1
520602,5250060103,5206020130,1
520602,5250060103,5206020131,1
520602,5250060103,5206020132,1
520602,5250060103,5206020133,1
520602,5250060103,5206020134,1
520602,5250060103,5201110121,1
520602,5206040125,5206020126,1
520602,5206040125,5206020127,1
520602,5206040125,5206020128,1
520602,5206040125,5250500223,1
520602,5206040125,5206020130,1
520602,5206040125,5206020131,1
520602,5206040125,5206020132,1
520602,5206040125,5206020133,1
520602,5206040125,5206020134,1
520602,5206040125,5201110121,1
520602,5206030119,5206020126,1
520602,5206030119,5206020127,1
520602,5206030119,5206020128,1
520602,5206030119,5250500223,1
520602,5206030119,5206020130,1
520602,5206030119,5206020131,1
520602,5206030119,5206020132,1
520602,5206030119,5206020133,1
520602,5206030119,5206020134,1
520602,5206030119,5201110121,1
520602,5250060108,5206020126,1
520602,5250060108,5206020127,1
520602,5250060108,5206020128,1
520602,5250060108,5250500223,1
520602,5250060108,5206020130,1
520602,5250060108,5206020131,1
520602,5250060108,5206020132,1
520602,5250060108,5206020133,1
520602,5250060108,5206020134,1
520602,5250060108,5201110121,1
520602,5206030121,5206020126,1
520602,5206030121,5206020127,1
520602,5206030121,5206020128,1
520602,5206030121,5250500223,1
520602,5206030121,5206020130,1
520602,5206030121,5206020131,1
520602,5206030121,5206020132,1
520602,5206030121,5206020133,1
520602,5206030121,5206020134,1
520602,5206030121,5201110121,1
520602,5206020126,5206020127,1
520602,5206020126,5206020128,1
520602,5206020126,5250500223,1
520602,5206020126,5206020130,1
520602,5206020126,5206020131,1
520602,5206020126,5206020132,1
520602,5206020126,5206020133,1
520602,5206020126,5206020134,1
520602,5206020126,5201110121,1
520602,5206020127,5206020128,1
520602,5206020127,5250500223,1
520602,5206020127,5206020130,1
520602,5206020127,5206020131,1
520602,5206020127,5206020132,1
520602,5206020127,5206020133,1
520602,5206020127,5206020134,1
520602,5206020127,5201110121,1
520602,5206020128,5250500223,1
520602,5206020128,5206020130,1
520602,5206020128,5206020131,1
520602,5206020128,5206020132,1
520602,5206020128,5206020133,1
520602,5206020128,5206020134,1
520602,5206020128,5201110121,1
520602,5250500223,5206020130,1
520602,5250500223,5206020131,1
520602,5250500223,5206020132,1
520602,5250500223,5206020133,1
520602,5250500223,5206020134,1
520602,5250500223,5201110121,1
520602,5206020130,5206020131,1
520602,5206020130,5206020132,1
520602,5206020130,5206020133,1
520602,5206020130,5206020134,1
520602,5206020130,5201110121,1
520602,5206020131,5206020132,1
520602,5206020131,5206020133,1
520602,5206020131,5206020134,1
520602,5206020131,5201110121,1
520602,5206020132,5206020133,1
520602,5206020132,5206020134,1
520602,5206020132,5201110121,1
520602,5206020133,5206020134,1
520602,5206020133,5201110121,1
520602,5206020134,5201110121,1
520602,5201110121,5206020202,1
520602,5201110121,5250500104,1
520602,5201110121,5206020204,1
520602,5201110121,5206020205,1
520602,5201110121,5250720121,1
520602,5201110121,5206020207,1
520602,5201110121,5206020208,1
520602,5201110121,5206040209,1
520602,5201110121,5206020210,1
520602,5201110121,5206020211,1
520602,5201110121,5206030212,1
520602,5201110121,5206020117,1
520602,5201110121,5206020116,1
520602,5201110121,5206020215,1
520602,5206020202,5250500104,1
520602,5206020202,5206020204,1
520602,5206020202,5206020205,1
520602,5206020202,5250720121,1
520602,5206020202,5206020207,1
520602,5206020202,5206020208,1
520602,5206020202,5206040209,1
520602,5206020202,5206020210,1
520602,5206020202,5206020211,1
520602,5206020202,5206030212,1
520602,5206020202,5206020117,1
520602,5206020202,5206020116,1
520602,5206020202,5206020215,1
520602,5250500104,5206020204,1
520602,5250500104,5206020205,1
520602,5250500104,5250720121,1
520602,5250500104,5206020207,1
520602,5250500104,5206020208,1
520602,5250500104,5206040209,1
520602,5250500104,5206020210,1
520602,5250500104,5206020211,1
520602,5250500104,5206030212,1
520602,5250500104,5206020117,1
520602,5250500104,5206020116,1
520602,5250500104,5206020215,1
520602,5206020204,5206020205,1
520602,5206020204,5250720121,1
520602,5206020204,5206020207,1
520602,5206020204,5206020208,1
520602,5206020204,5206040209,1
520602,5206020204,5206020210,1
520602,5206020204,5206020211,1
520602,5206020204,5206030212,1
520602,5206020204,5206020117,1
520602,5206020204,5206020116,1
520602,5206020204,5206020215,1
520602,5206020205,5250720121,1
520602,5206020205,5206020207,1
520602,5206020205,5206020208,1
520602,5206020205,5206040209,1
520602,5206020205,5206020210,1
520602,5206020205,5206020211,1
520602,5206020205,5206030212,1
520602,5206020205,5206020117,1
520602,5206020205,5206020116,1
520602,5206020205,5206020215,1
520603,5206020115,5206020126,1
520603,5206020115,5206020127,1
520603,5206020115,5206020128,1
520603,5206020115,5250500223,1
520603,5206020115,5206020130,1
520603,5206020115,5206020131,1
520603,5206020115,5206020132,1
